ms,type,side,price,qty,uid
38103,NEW,1,39954,11,19400
38103,NEW,0,1788,351,19401
38103,NEW,0,3440,16,19402
38103,NEW,0,3704,8,19403
38103,NEW,0,7904,123,19404
38104,NEW,0,124901,47,19405
38105,NEW,0,2460,963,19406
38106,NEW,1,308,11,19407
38106,NEW,1,1084,55,19408
38106,NEW,1,1787,263,19409
38106,CANCEL,0,0,0,10341
38106,NEW,1,3254,44,19410
38106,NEW,1,3827,76,19411
38106,CANCEL,0,0,0,4679
38106,NEW,1,7904,11,19412
38106,NEW,1,8758,26,19413
38106,NEW,0,2702,18,19414
38106,CANCEL,0,0,0,8488
38106,NEW,0,3440,15,19415
38106,NEW,0,3704,150,19416
38106,NEW,0,5276,190,19417
38106,NEW,0,7748,18,19418
38106,NEW,0,39958,10,19419
38107,NEW,1,124900,9,19420
38108,NEW,0,2461,39,19421
38109,NEW,1,308,50,19422
38109,NEW,1,2701,100,19423
38109,NEW,1,3254,184,19424
38109,NEW,1,5275,55,19425
38109,CANCEL,0,0,0,18805
38109,NEW,1,7747,6,19426
38109,NEW,1,7904,20,19427
38109,NEW,1,39958,36,19428
38109,CANCEL,0,0,0,11449
38109,NEW,0,1085,280,19429
38109,NEW,0,1788,115,19430
38109,CANCEL,0,0,0,15648
38109,NEW,0,3440,3,19431
38109,CANCEL,0,0,0,17453
38109,NEW,0,3704,36,19432
38109,NEW,0,3828,32,19433
38109,NEW,0,8758,50,19434
38110,NEW,1,124900,13,19435
38110,CANCEL,0,0,0,9705
38111,NEW,1,2460,42,19436
38111,CANCEL,0,0,0,290
38112,NEW,1,308,56,19437
38112,NEW,1,1084,63,19438
38112,NEW,1,1787,188,19439
38112,NEW,1,3253,2,19440
38112,NEW,1,3703,61,19441
38112,NEW,1,3827,164,19442
38112,NEW,1,5275,38,19443
38112,NEW,1,7904,7,19444
38112,NEW,0,2702,283,19445
38112,NEW,0,7747,7,19446
38112,NEW,0,8759,148,19447
38112,CANCEL,0,0,0,17684
38112,NEW,0,39962,74,19448
38113,NEW,1,124900,18,19449
38114,NEW,0,2461,136,19450
38115,NEW,1,308,34,19451
38115,NEW,1,1084,2834,19452
38115,NEW,1,1787,30,19453
38115,NEW,1,2701,11,19454
38115,CANCEL,0,0,0,15972
38115,NEW,1,3253,28,19455
38115,NEW,1,3440,5,19456
38115,NEW,1,3827,100,19457
38115,NEW,1,5275,89,19458
38115,NEW,1,7747,7,19459
38115,NEW,1,8758,27,19460
38115,NEW,1,39958,25,19461
38115,NEW,0,3704,145,19462
38115,NEW,0,7905,22,19463
38116,NEW,1,124900,31,19464
38117,NEW,0,2461,59,19465
38118,NEW,1,308,11,19466
38118,NEW,1,1083,224,19467
38118,NEW,1,3253,247,19468
38118,CANCEL,0,0,0,12145
38118,NEW,1,5276,73,19469
38118,CANCEL,0,0,0,2128
38118,NEW,0,1788,65,19470
38118,NEW,0,2702,25,19471
38118,NEW,0,3440,4,19472
38118,NEW,0,3704,134,19473
38118,CANCEL,0,0,0,19236
38118,NEW,0,3828,56,19474
38118,NEW,0,7748,18,19475
38118,NEW,0,7905,65,19476
38118,NEW,0,8759,68,19477
38118,NEW,0,39958,73,19478
38119,NEW,1,124858,49,19479
38120,NEW,1,2460,100,19480
38121,NEW,1,308,25,19481
38121,NEW,1,1083,29,19482
38121,NEW,1,3252,157,19483
38121,NEW,1,3440,4,19484
38121,NEW,1,3827,182,19485
38121,NEW,1,5275,240,19486
38121,NEW,1,7747,12,19487
38121,NEW,1,39950,32,19488
38121,NEW,0,1788,43,19489
38121,NEW,0,2702,108,19490
38121,NEW,0,3704,47,19491
38121,NEW,0,7905,19,19492
38121,NEW,0,8759,86,19493
38122,NEW,0,124880,11,19494
38123,NEW,0,2461,2,19495
38124,NEW,1,308,48,19496
38124,NEW,1,1083,53,19497
38124,NEW,1,3252,71,19498
38124,NEW,1,3440,33,19499
38124,CANCEL,0,0,0,17635
38124,NEW,1,3703,51,19500
38124,NEW,1,3827,80,19501
38124,NEW,1,5274,154,19502
38124,NEW,1,7747,48,19503
38124,NEW,1,8758,42,19504
38124,NEW,1,39927,23,19505
38124,NEW,0,1788,79,19506
38124,NEW,0,2702,270,19507
38124,NEW,0,7909,66,19508
38125,NEW,1,124850,6,19509
38126,NEW,0,2461,59,19510
38127,NEW,1,308,86,19511
38127,NEW,1,1083,99,19512
38127,NEW,1,3703,56,19513
38127,NEW,1,3826,109,19514
38127,CANCEL,0,0,0,16949
38127,NEW,1,5274,280,19515
38127,CANCEL,0,0,0,13098
38127,NEW,1,7747,35,19516
38127,NEW,1,39927,56,19517
38127,CANCEL,0,0,0,11949
38127,NEW,0,1788,58,19518
38127,NEW,0,2702,78,19519
38127,NEW,0,3253,125,19520
38127,NEW,0,3440,20,19521
38127,NEW,0,7906,24,19522
38127,NEW,0,8759,39,19523
38128,NEW,1,124820,9,19524
38129,NEW,0,2462,56,19525
38129,CANCEL,0,0,0,9753
38130,NEW,1,308,21,19526
38130,NEW,1,1083,16,19527
38130,NEW,1,1787,69,19528
38130,NEW,1,2701,59,19529
38130,CANCEL,0,0,0,7237
38130,NEW,1,3252,167,19530
38130,NEW,1,3440,14,19531
38130,NEW,1,7906,75,19532
38130,NEW,0,3704,27,19533
38130,NEW,0,3827,173,19534
38130,NEW,0,5274,116,19535
38130,NEW,0,7748,16,19536
38130,NEW,0,8759,106,19537
38130,NEW,0,39950,64,19538
38131,NEW,1,124803,22,19539
38132,NEW,0,2462,23,19540
38133,NEW,1,308,36,19541
38133,CANCEL,0,0,0,3768
38133,NEW,1,2701,34,19542
38133,NEW,1,3826,66,19543
38133,NEW,1,5273,99,19544
38133,NEW,0,1084,81,19545
38133,NEW,0,1788,118,19546
38133,NEW,0,3252,525,19547
38133,CANCEL,0,0,0,8651
38133,NEW,0,3440,123,19548
38133,NEW,0,3704,64,19549
38133,NEW,0,7748,26,19550
38133,NEW,0,7906,37,19551
38133,NEW,0,8759,18,19552
38133,NEW,0,39931,33,19553
38134,NEW,1,124802,22,19554
38135,NEW,1,2461,21,19555
38136,NEW,1,308,106,19556
38136,NEW,1,1083,70,19557
38136,NEW,1,3440,38,19558
38136,NEW,1,3704,39,19559
38136,NEW,1,3826,142,19560
38136,CANCEL,0,0,0,19413
38136,NEW,1,5273,50,19561
38136,NEW,1,7905,33,19562
38136,NEW,0,1788,84,19563
38136,CANCEL,0,0,0,17724
38136,NEW,0,2702,64,19564
38136,NEW,0,3252,102,19565
38136,NEW,0,7748,42,19566
38136,NEW,0,8759,70,19567
38136,NEW,0,39932,14,19568
38137,NEW,0,124802,10,19569
38138,NEW,1,2461,47,19570
38138,CANCEL,0,0,0,2686
38139,NEW,1,2701,171,19571
38139,NEW,1,3251,174,19572
38139,CANCEL,0,0,0,8916
38139,NEW,1,3440,12,19573
38139,NEW,1,3704,60,19574
38139,NEW,1,5272,209,19575
38139,NEW,1,7748,13,19576
38139,NEW,1,8758,311,19577
38139,NEW,0,309,5749,19578
38139,NEW,0,1084,22,19579
38139,NEW,0,1788,167,19580
38139,NEW,0,3827,118,19581
38139,NEW,0,7906,57,19582
38139,NEW,0,39950,6,19583
38140,NEW,0,124808,12,19584
38141,NEW,0,2462,361,19585
38142,NEW,1,308,914,19586
38142,NEW,1,1083,911,19587
38142,NEW,1,1787,54,19588
38142,NEW,1,2701,236,19589
38142,NEW,1,3251,74,19590
38142,NEW,1,3440,67,19591
38142,NEW,1,3704,34,19592
38142,NEW,1,3826,95,19593
38142,NEW,1,5272,91,19594
38142,NEW,1,7748,16,19595
38142,NEW,1,7905,82,19596
38142,NEW,1,8758,685,19597
38142,NEW,1,39930,31,19598
38142,CANCEL,0,0,0,3138
38143,NEW,0,124808,12,19599
38144,NEW,0,2461,69,19600
38144,CANCEL,0,0,0,4236
38145,NEW,1,308,22,19601
38145,NEW,1,1083,50,19602
38145,CANCEL,0,0,0,4906
38145,NEW,1,1787,55,19603
38145,NEW,1,3250,91,19604
38145,NEW,1,3440,35,19605
38145,NEW,1,3704,103,19606
38145,NEW,1,3826,169,19607
38145,NEW,1,7748,19,19608
38145,NEW,1,7905,69,19609
38145,NEW,0,2702,108,19610
38145,NEW,0,5273,151,19611
38145,NEW,0,8758,269,19612
38145,NEW,0,39960,70,19613
38146,NEW,0,124808,14,19614
38147,NEW,0,2461,32,19615
38148,NEW,1,1083,33,19616
38148,NEW,1,3250,252,19617
38148,NEW,1,3704,83,19618
38148,NEW,1,3826,165,19619
38148,NEW,1,7748,46,19620
38148,NEW,0,309,95,19621
38148,CANCEL,0,0,0,15576
38148,NEW,0,1788,60,19622
38148,NEW,0,2702,40,19623
38148,NEW,0,3442,4,19624
38148,NEW,0,5273,400,19625
38148,NEW,0,7908,90,19626
38148,NEW,0,8758,44,19627
38148,CANCEL,0,0,0,3049
38148,NEW,0,39969,53,19628
38149,NEW,1,124802,9,19629
38150,NEW,0,2461,45,19630
38151,NEW,1,308,257,19631
38151,NEW,1,1083,184,19632
38151,NEW,1,1787,4,19633
38151,NEW,1,3250,291,19634
38151,NEW,1,3826,40,19635
38151,NEW,1,5272,165,19636
38151,NEW,1,7906,10,19637
38151,NEW,0,2702,200,19638
38151,NEW,0,3442,20,19639
38151,NEW,0,3704,12,19640
38151,CANCEL,0,0,0,8989
38151,NEW,0,7748,8,19641
38151,NEW,0,8758,39,19642
38151,NEW,0,39972,42,19643
38152,NEW,0,124807,7,19644
38153,NEW,0,2462,285,19645
38154,NEW,1,308,26,19646
38154,NEW,1,1083,143,19647
38154,NEW,1,3250,211,19648
38154,NEW,1,3440,27,19649
38154,CANCEL,0,0,0,3337
38154,NEW,1,3704,146,19650
38154,NEW,1,3826,435,19651
38154,NEW,1,5272,127,19652
38154,NEW,1,7748,41,19653
38154,CANCEL,0,0,0,12531
38154,NEW,1,8757,84,19654
38154,NEW,1,39968,35,19655
38154,NEW,0,1788,72,19656
38154,NEW,0,2702,186,19657
38154,NEW,0,7906,27,19658
38155,NEW,1,124801,17,19659
38156,NEW,1,2461,1,19660
38157,NEW,1,308,20,19661
38157,NEW,1,3250,1068,19662
38157,CANCEL,0,0,0,9802
38157,NEW,1,7748,10,19663
38157,CANCEL,0,0,0,11810
38157,NEW,1,8757,30,19664
38157,NEW,0,1084,28,19665
38157,NEW,0,1788,134,19666
38157,NEW,0,2702,52,19667
38157,CANCEL,0,0,0,17168
38157,NEW,0,3442,50,19668
38157,NEW,0,3704,49,19669
38157,NEW,0,3826,325,19670
38157,NEW,0,5273,165,19671
38157,NEW,0,7908,57,19672
38157,NEW,0,39966,20,19673
38158,NEW,1,124802,11,19674
38159,NEW,1,2460,67,19675
38160,NEW,1,3249,230,19676
38160,NEW,1,3440,49,19677
38160,NEW,1,7904,65,19678
38160,NEW,1,8757,114,19679
38160,NEW,0,309,34,19680
38160,NEW,0,1084,6,19681
38160,NEW,0,1788,47,19682
38160,NEW,0,2702,131,19683
38160,CANCEL,0,0,0,13211
38160,NEW,0,3704,108,19684
38160,NEW,0,3826,323,19685
38160,NEW,0,5273,304,19686
38160,NEW,0,7748,26,19687
38160,NEW,0,39971,23,19688
38161,NEW,0,124803,12,19689
38162,NEW,0,2461,49,19690
38163,NEW,1,3249,212,19691
38163,NEW,1,3440,23,19692
38163,CANCEL,0,0,0,13361
38163,NEW,1,3825,169,19693
38163,NEW,1,5272,68,19694
38163,NEW,1,8756,109,19695
38163,NEW,1,39951,12,19696
38163,NEW,0,309,4,19697
38163,CANCEL,0,0,0,13881
38163,NEW,0,1788,58,19698
38163,NEW,0,2702,85,19699
38163,NEW,0,3704,33,19700
38163,NEW,0,7748,10,19701
38163,CANCEL,0,0,0,17136
38163,NEW,0,7905,42,19702
38163,CANCEL,0,0,0,10823
38164,NEW,1,124802,23,19703
38165,NEW,0,2462,299,19704
38166,NEW,1,308,84,19705
38166,NEW,1,1083,68,19706
38166,CANCEL,0,0,0,10178
38166,NEW,1,2701,142,19707
38166,NEW,1,3247,88,19708
38166,NEW,1,3440,37,19709
38166,NEW,1,3703,27,19710
38166,NEW,1,7903,19,19711
38166,CANCEL,0,0,0,11901
38166,NEW,1,8756,96,19712
38166,NEW,0,1788,98,19713
38166,NEW,0,3826,322,19714
38166,NEW,0,5274,484,19715
38166,NEW,0,7748,50,19716
38166,NEW,0,39951,32,19717
38167,NEW,0,124802,64,19718
38168,NEW,1,2460,65,19719
38169,NEW,1,308,51,19720
38169,NEW,1,1083,117,19721
38169,NEW,1,2701,150,19722
38169,NEW,1,3247,115,19723
38169,NEW,1,3440,58,19724
38169,NEW,1,3703,356,19725
38169,NEW,1,5272,278,19726
38169,NEW,1,7900,79,19727
38169,CANCEL,0,0,0,16910
38169,NEW,1,39940,31,19728
38169,NEW,0,1788,119,19729
38169,NEW,0,3826,1406,19730
38169,NEW,0,7748,25,19731
38169,NEW,0,8757,83,19732
38170,NEW,1,124800,99,19733
38171,NEW,1,2460,69,19734
38172,NEW,1,308,98,19735
38172,CANCEL,0,0,0,13297
38172,NEW,1,1083,66,19736
38172,NEW,1,2701,3279,19737
38172,NEW,1,3247,109,19738
38172,NEW,1,3440,37,19739
38172,NEW,1,3703,282,19740
38172,NEW,1,7748,8,19741
38172,CANCEL,0,0,0,16740
38172,NEW,1,7900,18,19742
38172,NEW,1,8756,518,19743
38172,NEW,0,1788,3034,19744
38172,NEW,0,3826,466,19745
38172,NEW,0,5274,38,19746
38172,NEW,0,39942,45,19747
38173,NEW,0,124804,48,19748
38174,NEW,0,2461,38,19749
38175,NEW,1,308,34,19750
38175,NEW,1,2700,382,19751
38175,NEW,1,3440,7,19752
38175,NEW,1,3703,329,19753
38175,NEW,1,3825,236,19754
38175,NEW,1,7900,16,19755
38175,NEW,1,8756,237,19756
38175,NEW,0,1084,106,19757
38175,NEW,0,1787,361,19758
38175,NEW,0,3249,127,19759
38175,NEW,0,5274,128,19760
38175,NEW,0,7748,10,19761
38175,NEW,0,39940,20,19762
38176,NEW,1,124780,80,19763
38177,NEW,1,2460,24,19764
38178,NEW,1,308,23,19765
38178,NEW,1,3247,386,19766
38178,NEW,1,3440,29,19767
38178,NEW,1,3703,1151,19768
38178,NEW,1,3825,210,19769
38178,NEW,1,5272,46,19770
38178,NEW,1,7900,22,19771
38178,NEW,0,1084,81,19772
38178,NEW,0,1787,313,19773
38178,NEW,0,2701,163,19774
38178,CANCEL,0,0,0,15426
38178,NEW,0,7748,44,19775
38178,NEW,0,8758,44,19776
38178,NEW,0,39940,29,19777
38179,NEW,1,124711,28,19778
38180,NEW,1,2460,15,19779
38181,NEW,1,308,63,19780
38181,NEW,1,1786,400,19781
38181,NEW,1,2700,66,19782
38181,NEW,1,3247,115,19783
38181,NEW,1,3440,41,19784
38181,NEW,1,3702,38,19785
38181,CANCEL,0,0,0,18532
38181,NEW,1,5272,316,19786
38181,CANCEL,0,0,0,19486
38181,NEW,1,7748,20,19787
38181,NEW,1,39938,73,19788
38181,CANCEL,0,0,0,7031
38181,NEW,0,1084,42,19789
38181,NEW,0,3826,127,19790
38181,NEW,0,7902,20,19791
38181,NEW,0,8757,154,19792
38182,NEW,1,124747,6,19793
38182,CANCEL,0,0,0,17018
38183,NEW,1,2460,14,19794
38184,NEW,1,1083,110,19795
38184,NEW,1,2700,45,19796
38184,NEW,1,3825,191,19797
38184,NEW,1,8756,52,19798
38184,NEW,0,309,24,19799
38184,CANCEL,0,0,0,11910
38184,NEW,0,1787,119,19800
38184,NEW,0,3247,245,19801
38184,NEW,0,3440,32,19802
38184,NEW,0,3703,58,19803
38184,NEW,0,5272,87,19804
38184,CANCEL,0,0,0,17581
38184,NEW,0,7748,21,19805
38184,NEW,0,7902,29,19806
38184,NEW,0,39952,204,19807
38185,NEW,1,124702,6,19808
38186,NEW,0,2461,31,19809
38187,NEW,1,308,26,19810
38187,NEW,1,1083,50,19811
38187,NEW,1,1786,128,19812
38187,NEW,1,3247,146,19813
38187,CANCEL,0,0,0,17828
38187,NEW,1,3702,51,19814
38187,NEW,1,3825,168,19815
38187,NEW,1,7748,20,19816
38187,CANCEL,0,0,0,3392
38187,NEW,1,39951,36,19817
38187,NEW,0,2701,63,19818
38187,NEW,0,3440,24,19819
38187,NEW,0,5272,77,19820
38187,NEW,0,7903,48,19821
38187,NEW,0,8758,114,19822
38188,NEW,1,124701,10,19823
38189,NEW,0,2461,71,19824
38190,NEW,1,308,13,19825
38190,NEW,1,1786,40,19826
38190,NEW,1,3247,159,19827
38190,NEW,1,3440,30,19828
38190,NEW,1,5271,541,19829
38190,NEW,1,7747,72,19830
38190,NEW,1,7901,150,19831
38190,CANCEL,0,0,0,7194
38190,NEW,0,1084,105,19832
38190,NEW,0,2701,125,19833
38190,NEW,0,3703,98,19834
38190,NEW,0,3826,87,19835
38190,NEW,0,8758,118,19836
38190,NEW,0,39960,38,19837
38191,NEW,0,124747,9,19838
38192,NEW,0,2461,24,19839
38193,NEW,1,308,1,19840
38193,NEW,1,3247,139,19841
38193,NEW,1,3440,12,19842
38193,NEW,1,3825,29,19843
38193,NEW,1,5271,166,19844
38193,CANCEL,0,0,0,4947
38193,NEW,1,8757,38,19845
38193,NEW,1,39951,39,19846
38193,NEW,0,1084,85,19847
38193,NEW,0,1787,38,19848
38193,NEW,0,2701,99,19849
38193,NEW,0,3703,3,19850
38193,NEW,0,7748,9,19851
38193,NEW,0,7901,21,19852
38194,NEW,1,124701,9,19853
38194,CANCEL,0,0,0,1591
38195,NEW,0,2461,5,19854
38196,NEW,1,308,16,19855
38196,NEW,1,1083,34,19856
38196,NEW,1,2700,62,19857
38196,NEW,1,3247,82,19858
38196,NEW,1,3440,5,19859
38196,NEW,1,5271,348,19860
38196,CANCEL,0,0,0,5736
38196,NEW,1,7748,57,19861
38196,CANCEL,0,0,0,6277
38196,NEW,1,8756,99,19862
38196,NEW,1,39945,10,19863
38196,NEW,0,1787,11,19864
38196,NEW,0,3703,63,19865
38196,CANCEL,0,0,0,10102
38196,NEW,0,3825,38,19866
38196,NEW,0,7901,39,19867
38197,NEW,0,124701,8,19868
38198,NEW,0,2461,2,19869
38199,NEW,1,2700,281,19870
38199,NEW,1,3440,3,19871
38199,NEW,1,5271,173,19872
38199,NEW,1,39945,12,19873
38199,NEW,0,309,85,19874
38199,NEW,0,1084,48,19875
38199,NEW,0,1787,116,19876
38199,NEW,0,3247,80,19877
38199,NEW,0,3703,23,19878
38199,NEW,0,3825,82,19879
38199,NEW,0,7747,50,19880
38199,NEW,0,7903,3,19881
38199,NEW,0,8757,5,19882
38200,NEW,0,124701,17,19883
38201,NEW,1,2460,20,19884
38202,NEW,1,1083,45,19885
38202,NEW,1,1786,53,19886
38202,CANCEL,0,0,0,18980
38202,NEW,1,2700,98,19887
38202,NEW,1,3247,80,19888
38202,NEW,1,3702,23,19889
38202,NEW,1,7902,8,19890
38202,NEW,1,8756,30,19891
38202,NEW,1,39945,17,19892
38202,NEW,0,309,26,19893
38202,CANCEL,0,0,0,13632
38202,NEW,0,3440,30,19894
38202,NEW,0,3825,154,19895
38202,CANCEL,0,0,0,13244
38202,NEW,0,5272,152,19896
38202,NEW,0,7748,13,19897
38203,NEW,1,124700,12,19898
38204,NEW,0,2461,4,19899
38205,NEW,1,308,234,19900
38205,NEW,1,1083,253,19901
38205,NEW,1,1786,31,19902
38205,NEW,1,3247,231,19903
38205,NEW,1,3440,15,19904
38205,NEW,1,3702,91,19905
38205,NEW,1,3825,70,19906
38205,NEW,1,39942,44,19907
38205,CANCEL,0,0,0,14965
38205,NEW,0,2701,284,19908
38205,NEW,0,5272,99,19909
38205,NEW,0,7748,45,19910
38205,CANCEL,0,0,0,3920
38205,NEW,0,7903,39,19911
38205,NEW,0,8757,47,19912
38206,NEW,1,124700,30,19913
38207,NEW,0,2461,31,19914
38207,CANCEL,0,0,0,5068
38208,NEW,1,1083,90,19915
38208,NEW,1,1786,88,19916
38208,NEW,1,2700,257,19917
38208,NEW,1,3247,67,19918
38208,NEW,1,3440,4,19919
38208,NEW,1,3825,105,19920
38208,NEW,1,5271,177,19921
38208,NEW,1,39931,75,19922
38208,NEW,0,309,34,19923
38208,NEW,0,3703,273,19924
38208,NEW,0,7748,6,19925
38208,NEW,0,7904,25,19926
38208,NEW,0,8757,98,19927
38209,NEW,0,124720,5,19928
38210,NEW,0,2461,20,19929
38211,NEW,1,1083,40,19930
38211,NEW,1,1786,82,19931
38211,NEW,1,2700,206,19932
38211,NEW,1,3247,527,19933
38211,NEW,1,3440,519,19934
38211,NEW,1,3702,25,19935
38211,CANCEL,0,0,0,12697
38211,NEW,1,3825,119,19936
38211,NEW,1,5271,125,19937
38211,NEW,1,7747,26,19938
38211,NEW,1,7904,19,19939
38211,NEW,1,8757,67,19940
38211,NEW,0,309,31,19941
38211,NEW,0,39933,78,19942
38212,NEW,0,124746,6,19943
38213,NEW,0,2461,6,19944
38214,NEW,1,1786,56,19945
38214,NEW,1,3247,166,19946
38214,NEW,1,3439,162,19947
38214,NEW,1,5271,91,19948
38214,NEW,0,309,33,19949
38214,NEW,0,1084,130,19950
38214,NEW,0,2701,114,19951
38214,CANCEL,0,0,0,9611
38214,NEW,0,3703,535,19952
38214,NEW,0,3825,95,19953
38214,NEW,0,7747,5,19954
38214,NEW,0,7906,24,19955
38214,NEW,0,8758,61,19956
38214,NEW,0,39930,12,19957
38215,NEW,0,124746,24,19958
38215,CANCEL,0,0,0,19362
38216,NEW,0,2461,17,19959
38217,NEW,1,1083,89,19960
38217,NEW,1,1786,102,19961
38217,NEW,1,3702,27,19962
38217,NEW,1,5271,148,19963
38217,NEW,1,7745,25,19964
38217,NEW,1,7904,163,19965
38217,NEW,1,39908,27,19966
38217,NEW,0,309,334,19967
38217,NEW,0,2701,408,19968
38217,NEW,0,3247,308,19969
38217,NEW,0,3440,55,19970
38217,CANCEL,0,0,0,4460
38217,NEW,0,3825,52,19971
38217,NEW,0,8757,99,19972
38218,NEW,1,124700,16,19973
38219,NEW,1,2460,10,19974
38220,NEW,1,2700,854,19975
38220,NEW,1,3247,368,19976
38220,NEW,1,3824,528,19977
38220,NEW,1,5271,171,19978
38220,NEW,1,7745,9,19979
38220,NEW,1,7902,75,19980
38220,NEW,1,8756,473,19981
38220,NEW,1,39888,240,19982
38220,NEW,0,309,176,19983
38220,NEW,0,1084,31,19984
38220,NEW,0,1787,200,19985
38220,NEW,0,3440,199,19986
38220,NEW,0,3703,38,19987
38221,NEW,0,124702,10,19988
38222,NEW,1,2460,524,19989
38223,NEW,1,308,181,19990
38223,NEW,1,1786,297,19991
38223,NEW,1,3246,839,19992
38223,NEW,1,3824,338,19993
38223,NEW,1,5271,382,19994
38223,NEW,1,7745,7,19995
38223,NEW,1,7901,54,19996
38223,NEW,1,8755,91,19997
38223,NEW,1,39872,73,19998
38223,NEW,0,1084,45,19999
38223,NEW,0,2701,462,20000
38223,CANCEL,0,0,0,18996
38223,NEW,0,3440,334,20001
38223,NEW,0,3703,259,20002
38224,NEW,1,124702,11,20003
38225,NEW,1,2460,212,20004
38225,CANCEL,0,0,0,3345
38226,NEW,1,308,92,20005
38226,NEW,1,1083,149,20006
38226,NEW,1,1786,100,20007
38226,NEW,1,2701,71,20008
38226,NEW,1,3440,144,20009
38226,CANCEL,0,0,0,4703
38226,NEW,1,3702,96,20010
38226,NEW,1,3822,177,20011
38226,NEW,1,5271,122,20012
38226,NEW,1,7745,28,20013
38226,NEW,1,8755,314,20014
38226,NEW,1,39869,103,20015
38226,CANCEL,0,0,0,12608
38226,NEW,0,3247,145,20016
38226,NEW,0,7903,83,20017
38227,NEW,1,124702,16,20018
38228,NEW,1,2459,40,20019
38229,NEW,1,308,66,20020
38229,NEW,1,1083,77,20021
38229,NEW,1,1786,149,20022
38229,NEW,1,2701,158,20023
38229,NEW,1,3246,63,20024
38229,NEW,1,3822,121,20025
38229,NEW,1,7901,48,20026
38229,NEW,1,8756,77,20027
38229,CANCEL,0,0,0,6028
38229,NEW,1,39867,26,20028
38229,NEW,0,3440,93,20029
38229,NEW,0,3703,73,20030
38229,NEW,0,5272,163,20031
38229,NEW,0,7747,18,20032
38230,NEW,1,124703,9,20033
38231,NEW,1,2459,90,20034
38232,NEW,1,1083,17,20035
38232,NEW,1,2701,14,20036
38232,NEW,1,3246,66,20037
38232,NEW,1,3440,45,20038
38232,NEW,1,3822,260,20039
38232,CANCEL,0,0,0,15547
38232,NEW,1,7745,55,20040
38232,NEW,1,39864,41,20041
38232,NEW,0,309,4047,20042
38232,NEW,0,1787,31,20043
38232,NEW,0,3703,76,20044
38232,NEW,0,5272,13,20045
38232,NEW,0,7902,8,20046
38232,NEW,0,8757,88,20047
38233,NEW,0,124705,2,20048
38234,NEW,0,2460,3,20049
38235,NEW,1,308,750,20050
38235,CANCEL,0,0,0,6584
38235,NEW,1,2701,72,20051
38235,NEW,1,3246,65,20052
38235,NEW,1,3440,7,20053
38235,NEW,1,3822,114,20054
38235,NEW,1,8756,27,20055
38235,NEW,1,39864,24,20056
38235,NEW,0,1084,30,20057
38235,CANCEL,0,0,0,6129
38235,NEW,0,1787,11,20058
38235,CANCEL,0,0,0,9702
38235,NEW,0,3703,10,20059
38235,NEW,0,5272,286,20060
38235,NEW,0,7747,29,20061
38235,CANCEL,0,0,0,9269
38235,NEW,0,7903,52,20062
38236,NEW,1,124704,4,20063
38237,NEW,0,2460,24,20064
38238,NEW,1,308,2,20065
38238,NEW,1,3702,64,20066
38238,NEW,1,7745,31,20067
38238,NEW,1,7902,16,20068
38238,CANCEL,0,0,0,18581
38238,NEW,1,39862,44,20069
38238,NEW,0,1084,53,20070
38238,NEW,0,1787,130,20071
38238,NEW,0,2702,12,20072
38238,NEW,0,3247,158,20073
38238,NEW,0,3440,8,20074
38238,NEW,0,3822,31,20075
38238,NEW,0,5272,195,20076
38238,CANCEL,0,0,0,7544
38238,NEW,0,8757,79,20077
38239,NEW,1,124700,59,20078
38240,NEW,0,2460,3,20079
38241,NEW,1,1082,8056,20080
38241,NEW,1,2701,103,20081
38241,NEW,1,3247,75,20082
38241,NEW,1,3822,25,20083
38241,NEW,1,7745,5,20084
38241,NEW,1,7902,27,20085
38241,NEW,1,39860,58,20086
38241,NEW,0,309,54,20087
38241,CANCEL,0,0,0,15528
38241,NEW,0,1787,12,20088
38241,NEW,0,3440,26,20089
38241,NEW,0,3703,37,20090
38241,NEW,0,5272,500,20091
38241,CANCEL,0,0,0,14602
38241,NEW,0,8757,33,20092
38242,NEW,1,124700,12,20093
38243,NEW,0,2460,43,20094
38244,NEW,1,2701,75,20095
38244,NEW,1,3247,145,20096
38244,NEW,1,3440,63,20097
38244,NEW,1,3822,176,20098
38244,NEW,1,7745,13,20099
38244,NEW,1,7902,21,20100
38244,NEW,1,8755,29,20101
38244,NEW,1,39858,32,20102
38244,NEW,0,309,14,20103
38244,CANCEL,0,0,0,2482
38244,NEW,0,1083,361,20104
38244,CANCEL,0,0,0,13445
38244,NEW,0,1787,45,20105
38244,CANCEL,0,0,0,8140
38244,NEW,0,3703,7,20106
38244,NEW,0,5272,56,20107
38245,NEW,0,124717,2,20108
38245,CANCEL,0,0,0,9254
38246,NEW,1,2459,28,20109
38247,NEW,1,1786,69,20110
38247,NEW,1,3440,204,20111
38247,NEW,1,5271,79,20112
38247,NEW,1,7745,10,20113
38247,NEW,1,8755,60,20114
38247,NEW,1,39856,31,20115
38247,NEW,0,309,40,20116
38247,CANCEL,0,0,0,10032
38247,NEW,0,1083,297,20117
38247,NEW,0,2702,164,20118
38247,NEW,0,3247,112,20119
38247,NEW,0,3703,40,20120
38247,NEW,0,3822,66,20121
38247,CANCEL,0,0,0,14765
38247,NEW,0,7903,149,20122
38248,NEW,1,124702,4,20123
38249,NEW,1,2459,21,20124
38250,NEW,1,1083,30,20125
38250,NEW,1,1786,56,20126
